t_idx,yaw,orientation,wind_dir,time
648,0,0.0,225.0,225.0,288.0
649,1,0.0,225.0,225.0,288.0
650,2,0.0,225.0,225.0,288.0
651,3,0.0,225.0,225.0,288.0
652,4,0.0,225.0,225.0,288.0
653,5,0.0,225.0,225.0,288.0
654,6,0.0,225.0,225.0,288.0
655,7,0.0,225.0,225.0,288.0
656,8,0.0,225.0,225.0,288.0
657,0,0.0,225.0,225.0,292.0
658,1,0.0,225.0,225.0,292.0
659,2,0.0,225.0,225.0,292.0
660,3,0.0,225.0,225.0,292.0
661,4,0.0,225.0,225.0,292.0
662,5,0.0,225.0,225.0,292.0
663,6,0.0,225.0,225.0,292.0
664,7,0.0,225.0,225.0,292.0
665,8,0.0,225.0,225.0,292.0
666,0,0.0,225.0,225.0,296.0
667,1,0.0,225.0,225.0,296.0
668,2,0.0,225.0,225.0,296.0
669,3,0.0,225.0,225.0,296.0
670,4,0.0,225.0,225.0,296.0
671,5,0.0,225.0,225.0,296.0
672,6,0.0,225.0,225.0,296.0
673,7,0.0,225.0,225.0,296.0
674,8,0.0,225.0,225.0,296.0
675,0,0.0,225.0,225.0,300.0
676,1,0.0,225.0,225.0,300.0
677,2,0.0,225.0,225.0,300.0
678,3,0.0,225.0,225.0,300.0
679,4,0.0,225.0,225.0,300.0
680,5,0.0,225.0,225.0,300.0
681,6,0.0,225.0,225.0,300.0
682,7,0.0,225.0,225.0,300.0
683,8,0.0,225.0,225.0,300.0
684,0,0.0,225.0,225.0,304.0
685,1,0.0,225.0,225.0,304.0
686,2,0.0,225.0,225.0,304.0
687,3,0.0,225.0,225.0,304.0
688,4,0.0,225.0,225.0,304.0
689,5,0.0,225.0,225.0,304.0
690,6,0.0,225.0,225.0,304.0
691,7,0.0,225.0,225.0,304.0
692,8,0.0,225.0,225.0,304.0
693,0,0.0,225.0,225.0,308.0
694,1,0.0,225.0,225.0,308.0
695,2,0.0,225.0,225.0,308.0
696,3,0.0,225.0,225.0,308.0
697,4,0.0,225.0,225.0,308.0
698,5,0.0,225.0,225.0,308.0
699,6,0.0,225.0,225.0,308.0
700,7,0.0,225.0,225.0,308.0
701,8,0.0,225.0,225.0,308.0
702,0,0.0,225.0,225.0,312.0
703,1,0.0,225.0,225.0,312.0
704,2,0.0,225.0,225.0,312.0
705,3,0.0,225.0,225.0,312.0
706,4,0.0,225.0,225.0,312.0
707,5,0.0,225.0,225.0,312.0
708,6,0.0,225.0,225.0,312.0
709,7,0.0,225.0,225.0,312.0
710,8,0.0,225.0,225.0,312.0
711,0,0.0,225.0,225.0,316.0
712,1,0.0,225.0,225.0,316.0
713,2,0.0,225.0,225.0,316.0
714,3,0.0,225.0,225.0,316.0
715,4,0.0,225.0,225.0,316.0
716,5,0.0,225.0,225.0,316.0
717,6,0.0,225.0,225.0,316.0
718,7,0.0,225.0,225.0,316.0
719,8,0.0,225.0,225.0,316.0
720,0,0.0,225.0,225.0,320.0
721,1,0.0,225.0,225.0,320.0
722,2,0.0,225.0,225.0,320.0
723,3,0.0,225.0,225.0,320.0
724,4,0.0,225.0,225.0,320.0
725,5,0.0,225.0,225.0,320.0
726,6,0.0,225.0,225.0,320.0
727,7,0.0,225.0,225.0,320.0
728,8,0.0,225.0,225.0,320.0
729,0,0.0,225.0,225.0,324.0
730,1,0.0,225.0,225.0,324.0
731,2,0.0,225.0,225.0,324.0
732,3,0.0,225.0,225.0,324.0
733,4,0.0,225.0,225.0,324.0
734,5,0.0,225.0,225.0,324.0
735,6,0.0,225.0,225.0,324.0
736,7,0.0,225.0,225.0,324.0
737,8,0.0,225.0,225.0,324.0
738,0,0.0,225.0,225.0,328.0
739,1,0.0,225.0,225.0,328.0
740,2,0.0,225.0,225.0,328.0
741,3,0.0,225.0,225.0,328.0
742,4,0.0,225.0,225.0,328.0
743,5,0.0,225.0,225.0,328.0
744,6,0.0,225.0,225.0,328.0
745,7,0.0,225.0,225.0,328.0
746,8,0.0,225.0,225.0,328.0
747,0,0.0,225.0,225.0,332.0
748,1,0.0,225.0,225.0,332.0
749,2,0.0,225.0,225.0,332.0
750,3,0.0,225.0,225.0,332.0
751,4,0.0,225.0,225.0,332.0
752,5,0.0,225.0,225.0,332.0
753,6,0.0,225.0,225.0,332.0
754,7,0.0,225.0,225.0,332.0
755,8,0.0,225.0,225.0,332.0
756,0,0.0,225.0,225.0,336.0
757,1,0.0,225.0,225.0,336.0
758,2,0.0,225.0,225.0,336.0
759,3,0.0,225.0,225.0,336.0
760,4,0.0,225.0,225.0,336.0
761,5,0.0,225.0,225.0,336.0
762,6,0.0,225.0,225.0,336.0
763,7,0.0,225.0,225.0,336.0
764,8,0.0,225.0,225.0,336.0
765,0,0.0,225.0,225.0,340.0
766,1,0.0,225.0,225.0,340.0
767,2,0.0,225.0,225.0,340.0
768,3,0.0,225.0,225.0,340.0
769,4,0.0,225.0,225.0,340.0
770,5,0.0,225.0,225.0,340.0
771,6,0.0,225.0,225.0,340.0
772,7,0.0,225.0,225.0,340.0
773,8,0.0,225.0,225.0,340.0
774,0,0.0,225.0,225.0,344.0
775,1,0.0,225.0,225.0,344.0
776,2,0.0,225.0,225.0,344.0
777,3,0.0,225.0,225.0,344.0
778,4,0.0,225.0,225.0,344.0
779,5,0.0,225.0,225.0,344.0
780,6,0.0,225.0,225.0,344.0
781,7,0.0,225.0,225.0,344.0
782,8,0.0,225.0,225.0,344.0
783,0,0.0,225.0,225.0,348.0
784,1,0.0,225.0,225.0,348.0
785,2,0.0,225.0,225.0,348.0
786,3,0.0,225.0,225.0,348.0
787,4,0.0,225.0,225.0,348.0
788,5,0.0,225.0,225.0,348.0
789,6,0.0,225.0,225.0,348.0
790,7,0.0,225.0,225.0,348.0
791,8,0.0,225.0,225.0,348.0
792,0,0.0,225.0,225.0,352.0
793,1,0.0,225.0,225.0,352.0
794,2,0.0,225.0,225.0,352.0
795,3,0.0,225.0,225.0,352.0
796,4,0.0,225.0,225.0,352.0
797,5,0.0,225.0,225.0,352.0
798,6,0.0,225.0,225.0,352.0
799,7,0.0,225.0,225.0,352.0
800,8,0.0,225.0,225.0,352.0
801,0,0.0,225.0,225.0,356.0
802,1,0.0,225.0,225.0,356.0
803,2,0.0,225.0,225.0,356.0
804,3,0.0,225.0,225.0,356.0
805,4,0.0,225.0,225.0,356.0
806,5,0.0,225.0,225.0,356.0
807,6,0.0,225.0,225.0,356.0
808,7,0.0,225.0,225.0,356.0
809,8,0.0,225.0,225.0,356.0
810,0,0.0,225.0,225.0,360.0
811,1,0.0,225.0,225.0,360.0
812,2,0.0,225.0,225.0,360.0
813,3,0.0,225.0,225.0,360.0
814,4,0.0,225.0,225.0,360.0
815,5,0.0,225.0,225.0,360.0
816,6,0.0,225.0,225.0,360.0
817,7,0.0,225.0,225.0,360.0
818,8,0.0,225.0,225.0,360.0
819,0,0.0,225.0,225.0,364.0
820,1,0.0,225.0,225.0,364.0
821,2,0.0,225.0,225.0,364.0
822,3,0.0,225.0,225.0,364.0
823,4,0.0,225.0,225.0,364.0
824,5,0.0,225.0,225.0,364.0
825,6,0.0,225.0,225.0,364.0
826,7,0.0,225.0,225.0,364.0
827,8,0.0,225.0,225.0,364.0
828,0,0.0,225.0,225.0,368.0
829,1,0.0,225.0,225.0,368.0
830,2,0.0,225.0,225.0,368.0
831,3,0.0,225.0,225.0,368.0
832,4,0.0,225.0,225.0,368.0
833,5,0.0,225.0,225.0,368.0
834,6,0.0,225.0,225.0,368.0
835,7,0.0,225.0,225.0,368.0
836,8,0.0,225.0,225.0,368.0
837,0,0.0,225.0,225.0,372.0
838,1,0.0,225.0,225.0,372.0
839,2,0.0,225.0,225.0,372.0
840,3,0.0,225.0,225.0,372.0
841,4,0.0,225.0,225.0,372.0
842,5,0.0,225.0,225.0,372.0
843,6,0.0,225.0,225.0,372.0
844,7,0.0,225.0,225.0,372.0
845,8,0.0,225.0,225.0,372.0
846,0,0.0,225.0,225.0,376.0
847,1,0.0,225.0,225.0,376.0
848,2,0.0,225.0,225.0,376.0
849,3,0.0,225.0,225.0,376.0
850,4,0.0,225.0,225.0,376.0
851,5,0.0,225.0,225.0,376.0
852,6,0.0,225.0,225.0,376.0
853,7,0.0,225.0,225.0,376.0
854,8,0.0,225.0,225.0,376.0
855,0,0.0,225.0,225.0,380.0
856,1,0.0,225.0,225.0,380.0
857,2,0.0,225.0,225.0,380.0
858,3,0.0,225.0,225.0,380.0
859,4,0.0,225.0,225.0,380.0
860,5,0.0,225.0,225.0,380.0
861,6,0.0,225.0,225.0,380.0
862,7,0.0,225.0,225.0,380.0
863,8,0.0,225.0,225.0,380.0
864,0,0.0,225.0,225.0,384.0
865,1,0.0,225.0,225.0,384.0
866,2,0.0,225.0,225.0,384.0
867,3,0.0,225.0,225.0,384.0
868,4,0.0,225.0,225.0,384.0
869,5,0.0,225.0,225.0,384.0
870,6,0.0,225.0,225.0,384.0
871,7,0.0,225.0,225.0,384.0
872,8,0.0,225.0,225.0,384.0
873,0,0.0,225.0,225.0,388.0
874,1,0.0,225.0,225.0,388.0
875,2,0.0,225.0,225.0,388.0
876,3,0.0,225.0,225.0,388.0
877,4,0.0,225.0,225.0,388.0
878,5,0.0,225.0,225.0,388.0
879,6,0.0,225.0,225.0,388.0
880,7,0.0,225.0,225.0,388.0
881,8,0.0,225.0,225.0,388.0
882,0,0.0,225.0,225.0,392.0
883,1,0.0,225.0,225.0,392.0
884,2,0.0,225.0,225.0,392.0
885,3,0.0,225.0,225.0,392.0
886,4,0.0,225.0,225.0,392.0
887,5,0.0,225.0,225.0,392.0
888,6,0.0,225.0,225.0,392.0
889,7,0.0,225.0,225.0,392.0
890,8,0.0,225.0,225.0,392.0
891,0,0.0,225.0,225.0,396.0
892,1,0.0,225.0,225.0,396.0
893,2,0.0,225.0,225.0,396.0
894,3,0.0,225.0,225.0,396.0
895,4,0.0,225.0,225.0,396.0
896,5,0.0,225.0,225.0,396.0
897,6,0.0,225.0,225.0,396.0
898,7,0.0,225.0,225.0,396.0
899,8,0.0,225.0,225.0,396.0
900,0,0.0,225.0,225.0,400.0
901,1,0.0,225.0,225.0,400.0
902,2,0.0,225.0,225.0,400.0
903,3,0.0,225.0,225.0,400.0
904,4,0.0,225.0,225.0,400.0
905,5,0.0,225.0,225.0,400.0
906,6,0.0,225.0,225.0,400.0
907,7,0.0,225.0,225.0,400.0
908,8,0.0,225.0,225.0,400.0
909,0,0.0,225.0,225.0,404.0
910,1,0.0,225.0,225.0,404.0
911,2,0.0,225.0,225.0,404.0
912,3,0.0,225.0,225.0,404.0
913,4,0.0,225.0,225.0,404.0
914,5,0.0,225.0,225.0,404.0
915,6,0.0,225.0,225.0,404.0
916,7,0.0,225.0,225.0,404.0
917,8,0.0,225.0,225.0,404.0
918,0,0.0,225.0,225.0,408.0
919,1,0.0,225.0,225.0,408.0
920,2,0.0,225.0,225.0,408.0
921,3,0.0,225.0,225.0,408.0
922,4,0.0,225.0,225.0,408.0
923,5,0.0,225.0,225.0,408.0
924,6,0.0,225.0,225.0,408.0
925,7,0.0,225.0,225.0,408.0
926,8,0.0,225.0,225.0,408.0
927,0,0.0,225.0,225.0,412.0
928,1,0.0,225.0,225.0,412.0
929,2,0.0,225.0,225.0,412.0
930,3,0.0,225.0,225.0,412.0
931,4,0.0,225.0,225.0,412.0
932,5,0.0,225.0,225.0,412.0
933,6,0.0,225.0,225.0,412.0
934,7,0.0,225.0,225.0,412.0
935,8,0.0,225.0,225.0,412.0
936,0,0.0,225.0,225.0,416.0
937,1,0.0,225.0,225.0,416.0
938,2,0.0,225.0,225.0,416.0
939,3,0.0,225.0,225.0,416.0
940,4,0.0,225.0,225.0,416.0
941,5,0.0,225.0,225.0,416.0
942,6,0.0,225.0,225.0,416.0
943,7,0.0,225.0,225.0,416.0
944,8,0.0,225.0,225.0,416.0
945,0,0.0,225.0,225.0,420.0
946,1,0.0,225.0,225.0,420.0
947,2,0.0,225.0,225.0,420.0
948,3,0.0,225.0,225.0,420.0
949,4,0.0,225.0,225.0,420.0
950,5,0.0,225.0,225.0,420.0
951,6,0.0,225.0,225.0,420.0
952,7,0.0,225.0,225.0,420.0
953,8,0.0,225.0,225.0,420.0
954,0,0.0,225.0,225.0,424.0
955,1,0.0,225.0,225.0,424.0
956,2,0.0,225.0,225.0,424.0
957,3,0.0,225.0,225.0,424.0
958,4,0.0,225.0,225.0,424.0
959,5,0.0,225.0,225.0,424.0
960,6,0.0,225.0,225.0,424.0
961,7,0.0,225.0,225.0,424.0
962,8,0.0,225.0,225.0,424.0
963,0,0.0,225.0,225.0,428.0
964,1,0.0,225.0,225.0,428.0
965,2,0.0,225.0,225.0,428.0
966,3,0.0,225.0,225.0,428.0
967,4,0.0,225.0,225.0,428.0
968,5,0.0,225.0,225.0,428.0
969,6,0.0,225.0,225.0,428.0
970,7,0.0,225.0,225.0,428.0
971,8,0.0,225.0,225.0,428.0
972,0,0.0,225.0,225.0,432.0
973,1,0.0,225.0,225.0,432.0
974,2,0.0,225.0,225.0,432.0
975,3,0.0,225.0,225.0,432.0
976,4,0.0,225.0,225.0,432.0
977,5,0.0,225.0,225.0,432.0
978,6,0.0,225.0,225.0,432.0
979,7,0.0,225.0,225.0,432.0
980,8,0.0,225.0,225.0,432.0
981,0,0.0,225.0,225.0,436.0
982,1,0.0,225.0,225.0,436.0
983,2,0.0,225.0,225.0,436.0
984,3,0.0,225.0,225.0,436.0
985,4,0.0,225.0,225.0,436.0
986,5,0.0,225.0,225.0,436.0
987,6,0.0,225.0,225.0,436.0
988,7,0.0,225.0,225.0,436.0
989,8,0.0,225.0,225.0,436.0
990,0,0.0,225.0,225.0,440.0
991,1,0.0,225.0,225.0,440.0
992,2,0.0,225.0,225.0,440.0
993,3,0.0,225.0,225.0,440.0
994,4,0.0,225.0,225.0,440.0
995,5,0.0,225.0,225.0,440.0
996,6,0.0,225.0,225.0,440.0
997,7,0.0,225.0,225.0,440.0
998,8,0.0,225.0,225.0,440.0
999,0,0.0,225.0,225.0,444.0
1000,1,0.0,225.0,225.0,444.0
1001,2,0.0,225.0,225.0,444.0
1002,3,0.0,225.0,225.0,444.0
1003,4,0.0,225.0,225.0,444.0
1004,5,0.0,225.0,225.0,444.0
1005,6,0.0,225.0,225.0,444.0
1006,7,0.0,225.0,225.0,444.0
1007,8,0.0,225.0,225.0,444.0
1008,0,0.0,225.0,225.0,448.0
1009,1,0.0,225.0,225.0,448.0
1010,2,0.0,225.0,225.0,448.0
1011,3,0.0,225.0,225.0,448.0
1012,4,0.0,225.0,225.0,448.0
1013,5,0.0,225.0,225.0,448.0
1014,6,0.0,225.0,225.0,448.0
1015,7,0.0,225.0,225.0,448.0
1016,8,0.0,225.0,225.0,448.0
1017,0,0.0,225.0,225.0,452.0
1018,1,0.0,225.0,225.0,452.0
1019,2,0.0,225.0,225.0,452.0
1020,3,0.0,225.0,225.0,452.0
1021,4,0.0,225.0,225.0,452.0
1022,5,0.0,225.0,225.0,452.0
1023,6,0.0,225.0,225.0,452.0
1024,7,0.0,225.0,225.0,452.0
1025,8,0.0,225.0,225.0,452.0
1026,0,0.0,225.0,225.0,456.0
1027,1,0.0,225.0,225.0,456.0
1028,2,0.0,225.0,225.0,456.0
1029,3,0.0,225.0,225.0,456.0
1030,4,0.0,225.0,225.0,456.0
1031,5,0.0,225.0,225.0,456.0
1032,6,0.0,225.0,225.0,456.0
1033,7,0.0,225.0,225.0,456.0
1034,8,0.0,225.0,225.0,456.0
1035,0,0.0,225.0,225.0,460.0
1036,1,0.0,225.0,225.0,460.0
1037,2,0.0,225.0,225.0,460.0
1038,3,0.0,225.0,225.0,460.0
1039,4,0.0,225.0,225.0,460.0
1040,5,0.0,225.0,225.0,460.0
1041,6,0.0,225.0,225.0,460.0
1042,7,0.0,225.0,225.0,460.0
1043,8,0.0,225.0,225.0,460.0
1044,0,0.0,225.0,225.0,464.0
1045,1,0.0,225.0,225.0,464.0
1046,2,0.0,225.0,225.0,464.0
1047,3,0.0,225.0,225.0,464.0
1048,4,0.0,225.0,225.0,464.0
1049,5,0.0,225.0,225.0,464.0
1050,6,0.0,225.0,225.0,464.0
1051,7,0.0,225.0,225.0,464.0
1052,8,0.0,225.0,225.0,464.0
1053,0,0.0,225.0,225.0,468.0
1054,1,0.0,225.0,225.0,468.0
1055,2,0.0,225.0,225.0,468.0
1056,3,0.0,225.0,225.0,468.0
1057,4,0.0,225.0,225.0,468.0
1058,5,0.0,225.0,225.0,468.0
1059,6,0.0,225.0,225.0,468.0
1060,7,0.0,225.0,225.0,468.0
1061,8,0.0,225.0,225.0,468.0
1062,0,0.0,225.0,225.0,472.0
1063,1,0.0,225.0,225.0,472.0
1064,2,0.0,225.0,225.0,472.0
1065,3,0.0,225.0,225.0,472.0
1066,4,0.0,225.0,225.0,472.0
1067,5,0.0,225.0,225.0,472.0
1068,6,0.0,225.0,225.0,472.0
1069,7,0.0,225.0,225.0,472.0
1070,8,0.0,225.0,225.0,472.0
1071,0,0.0,225.0,225.0,476.0
1072,1,0.0,225.0,225.0,476.0
1073,2,0.0,225.0,225.0,476.0
1074,3,0.0,225.0,225.0,476.0
1075,4,0.0,225.0,225.0,476.0
1076,5,0.0,225.0,225.0,476.0
1077,6,0.0,225.0,225.0,476.0
1078,7,0.0,225.0,225.0,476.0
1079,8,0.0,225.0,225.0,476.0
1080,0,0.0,225.0,225.0,480.0
1081,1,0.0,225.0,225.0,480.0
1082,2,0.0,225.0,225.0,480.0
1083,3,0.0,225.0,225.0,480.0
1084,4,0.0,225.0,225.0,480.0
1085,5,0.0,225.0,225.0,480.0
1086,6,0.0,225.0,225.0,480.0
1087,7,0.0,225.0,225.0,480.0
1088,8,0.0,225.0,225.0,480.0
1089,0,0.0,225.0,225.0,484.0
1090,1,0.0,225.0,225.0,484.0
1091,2,0.0,225.0,225.0,484.0
1092,3,0.0,225.0,225.0,484.0
1093,4,0.0,225.0,225.0,484.0
1094,5,0.0,225.0,225.0,484.0
1095,6,0.0,225.0,225.0,484.0
1096,7,0.0,225.0,225.0,484.0
1097,8,0.0,225.0,225.0,484.0
1098,0,0.0,225.0,225.0,488.0
1099,1,0.0,225.0,225.0,488.0
1100,2,0.0,225.0,225.0,488.0
1101,3,0.0,225.0,225.0,488.0
1102,4,0.0,225.0,225.0,488.0
1103,5,0.0,225.0,225.0,488.0
1104,6,0.0,225.0,225.0,488.0
1105,7,0.0,225.0,225.0,488.0
1106,8,0.0,225.0,225.0,488.0
1107,0,0.0,225.0,225.0,492.0
1108,1,0.0,225.0,225.0,492.0
1109,2,0.0,225.0,225.0,492.0
1110,3,0.0,225.0,225.0,492.0
1111,4,0.0,225.0,225.0,492.0
1112,5,0.0,225.0,225.0,492.0
1113,6,0.0,225.0,225.0,492.0
1114,7,0.0,225.0,225.0,492.0
1115,8,0.0,225.0,225.0,492.0
1116,0,0.0,225.0,225.0,496.0
1117,1,0.0,225.0,225.0,496.0
1118,2,0.0,225.0,225.0,496.0
1119,3,0.0,225.0,225.0,496.0
1120,4,0.0,225.0,225.0,496.0
1121,5,0.0,225.0,225.0,496.0
1122,6,0.0,225.0,225.0,496.0
1123,7,0.0,225.0,225.0,496.0
1124,8,0.0,225.0,225.0,496.0
1125,0,0.0,225.0,225.0,500.0
1126,1,0.0,225.0,225.0,500.0
1127,2,0.0,225.0,225.0,500.0
1128,3,0.0,225.0,225.0,500.0
1129,4,0.0,225.0,225.0,500.0
1130,5,0.0,225.0,225.0,500.0
1131,6,0.0,225.0,225.0,500.0
1132,7,0.0,225.0,225.0,500.0
1133,8,0.0,225.0,225.0,500.0
1134,0,0.0,225.0,225.0,504.0
1135,1,0.0,225.0,225.0,504.0
1136,2,0.0,225.0,225.0,504.0
1137,3,0.0,225.0,225.0,504.0
1138,4,0.0,225.0,225.0,504.0
1139,5,0.0,225.0,225.0,504.0
1140,6,0.0,225.0,225.0,504.0
1141,7,0.0,225.0,225.0,504.0
1142,8,0.0,225.0,225.0,504.0
1143,0,0.0,225.0,225.0,508.0
1144,1,0.0,225.0,225.0,508.0
1145,2,0.0,225.0,225.0,508.0
1146,3,0.0,225.0,225.0,508.0
1147,4,0.0,225.0,225.0,508.0
1148,5,0.0,225.0,225.0,508.0
1149,6,0.0,225.0,225.0,508.0
1150,7,0.0,225.0,225.0,508.0
1151,8,0.0,225.0,225.0,508.0
1152,0,0.0,225.0,225.0,512.0
1153,1,0.0,225.0,225.0,512.0
1154,2,0.0,225.0,225.0,512.0
1155,3,0.0,225.0,225.0,512.0
1156,4,0.0,225.0,225.0,512.0
1157,5,0.0,225.0,225.0,512.0
1158,6,0.0,225.0,225.0,512.0
1159,7,0.0,225.0,225.0,512.0
1160,8,0.0,225.0,225.0,512.0
1161,0,0.0,225.0,225.0,516.0
1162,1,0.0,225.0,225.0,516.0
1163,2,0.0,225.0,225.0,516.0
1164,3,0.0,225.0,225.0,516.0
1165,4,0.0,225.0,225.0,516.0
1166,5,0.0,225.0,225.0,516.0
1167,6,0.0,225.0,225.0,516.0
1168,7,0.0,225.0,225.0,516.0
1169,8,0.0,225.0,225.0,516.0
1170,0,0.0,225.0,225.0,520.0
1171,1,0.0,225.0,225.0,520.0
1172,2,0.0,225.0,225.0,520.0
1173,3,0.0,225.0,225.0,520.0
1174,4,0.0,225.0,225.0,520.0
1175,5,0.0,225.0,225.0,520.0
1176,6,0.0,225.0,225.0,520.0
1177,7,0.0,225.0,225.0,520.0
1178,8,0.0,225.0,225.0,520.0
1179,0,0.0,225.0,225.0,524.0
1180,1,0.0,225.0,225.0,524.0
1181,2,0.0,225.0,225.0,524.0
1182,3,0.0,225.0,225.0,524.0
1183,4,0.0,225.0,225.0,524.0
1184,5,0.0,225.0,225.0,524.0
1185,6,0.0,225.0,225.0,524.0
1186,7,0.0,225.0,225.0,524.0
1187,8,0.0,225.0,225.0,524.0
1188,0,0.0,225.0,225.0,528.0
1189,1,0.0,225.0,225.0,528.0
1190,2,0.0,225.0,225.0,528.0
1191,3,0.0,225.0,225.0,528.0
1192,4,0.0,225.0,225.0,528.0
1193,5,0.0,225.0,225.0,528.0
1194,6,0.0,225.0,225.0,528.0
1195,7,0.0,225.0,225.0,528.0
1196,8,0.0,225.0,225.0,528.0
1197,0,0.0,225.0,225.0,532.0
1198,1,0.0,225.0,225.0,532.0
1199,2,0.0,225.0,225.0,532.0
1200,3,0.0,225.0,225.0,532.0
1201,4,0.0,225.0,225.0,532.0
1202,5,0.0,225.0,225.0,532.0
1203,6,0.0,225.0,225.0,532.0
1204,7,0.0,225.0,225.0,532.0
1205,8,0.0,225.0,225.0,532.0
1206,0,0.0,225.0,225.0,536.0
1207,1,0.0,225.0,225.0,536.0
1208,2,0.0,225.0,225.0,536.0
1209,3,0.0,225.0,225.0,536.0
1210,4,0.0,225.0,225.0,536.0
1211,5,0.0,225.0,225.0,536.0
1212,6,0.0,225.0,225.0,536.0
1213,7,0.0,225.0,225.0,536.0
1214,8,0.0,225.0,225.0,536.0
1215,0,0.0,225.0,225.0,540.0
1216,1,0.0,225.0,225.0,540.0
1217,2,0.0,225.0,225.0,540.0
1218,3,0.0,225.0,225.0,540.0
1219,4,0.0,225.0,225.0,540.0
1220,5,0.0,225.0,225.0,540.0
1221,6,0.0,225.0,225.0,540.0
1222,7,0.0,225.0,225.0,540.0
1223,8,0.0,225.0,225.0,540.0
1224,0,0.0,225.0,225.0,544.0
1225,1,0.0,225.0,225.0,544.0
1226,2,0.0,225.0,225.0,544.0
1227,3,0.0,225.0,225.0,544.0
1228,4,0.0,225.0,225.0,544.0
1229,5,0.0,225.0,225.0,544.0
1230,6,0.0,225.0,225.0,544.0
1231,7,0.0,225.0,225.0,544.0
1232,8,0.0,225.0,225.0,544.0
1233,0,0.0,225.0,225.0,548.0
1234,1,0.0,225.0,225.0,548.0
1235,2,0.0,225.0,225.0,548.0
1236,3,0.0,225.0,225.0,548.0
1237,4,0.0,225.0,225.0,548.0
1238,5,0.0,225.0,225.0,548.0
1239,6,0.0,225.0,225.0,548.0
1240,7,0.0,225.0,225.0,548.0
1241,8,0.0,225.0,225.0,548.0
1242,0,0.0,225.0,225.0,552.0
1243,1,0.0,225.0,225.0,552.0
1244,2,0.0,225.0,225.0,552.0
1245,3,0.0,225.0,225.0,552.0
1246,4,0.0,225.0,225.0,552.0
1247,5,0.0,225.0,225.0,552.0
1248,6,0.0,225.0,225.0,552.0
1249,7,0.0,225.0,225.0,552.0
1250,8,0.0,225.0,225.0,552.0
1251,0,0.0,225.0,225.0,556.0
1252,1,0.0,225.0,225.0,556.0
1253,2,0.0,225.0,225.0,556.0
1254,3,0.0,225.0,225.0,556.0
1255,4,0.0,225.0,225.0,556.0
1256,5,0.0,225.0,225.0,556.0
1257,6,0.0,225.0,225.0,556.0
1258,7,0.0,225.0,225.0,556.0
1259,8,0.0,225.0,225.0,556.0
1260,0,0.0,225.0,225.0,560.0
1261,1,0.0,225.0,225.0,560.0
1262,2,0.0,225.0,225.0,560.0
1263,3,0.0,225.0,225.0,560.0
1264,4,0.0,225.0,225.0,560.0
1265,5,0.0,225.0,225.0,560.0
1266,6,0.0,225.0,225.0,560.0
1267,7,0.0,225.0,225.0,560.0
1268,8,0.0,225.0,225.0,560.0
1269,0,0.0,225.0,225.0,564.0
1270,1,0.0,225.0,225.0,564.0
1271,2,0.0,225.0,225.0,564.0
1272,3,0.0,225.0,225.0,564.0
1273,4,0.0,225.0,225.0,564.0
